passenger-carry, t = 0, b = 263, origin = 1, dest = 2, val = 1.0
passenger-carry, t = 71, b = 181, origin = 1, dest = 2, val = 0.1514997520046841
passenger-carry, t = 72, b = 39, origin = 1, dest = 0, val = 0.10262854243144867
passenger-carry, t = 72, b = 71, origin = 0, dest = 1, val = 0.13674007701790633
passenger-carry, t = 72, b = 75, origin = 1, dest = 0, val = 0.14317891842185723
passenger-carry, t = 72, b = 77, origin = 0, dest = 1, val = 0.3092853687188064
passenger-carry, t = 72, b = 83, origin = 0, dest = 1, val = 0.10231068844795993
passenger-carry, t = 72, b = 87, origin = 1, dest = 0, val = 0.2107369297330613
passenger-carry, t = 72, b = 87, origin = 2, dest = 2, val = 0.15949375306665117
passenger-carry, t = 72, b = 95, origin = 1, dest = 0, val = 0.19490421025893961
passenger-carry, t = 72, b = 107, origin = 0, dest = 1, val = 0.11655828915605111
passenger-carry, t = 72, b = 107, origin = 1, dest = 0, val = 0.10725256361100372
passenger-carry, t = 72, b = 117, origin = 1, dest = 0, val = 0.11880773031947987
passenger-carry, t = 72, b = 117, origin = 2, dest = 2, val = 0.183242484033169
passenger-carry, t = 72, b = 129, origin = 1, dest = 0, val = 0.12843404566012115
passenger-carry, t = 72, b = 141, origin = 1, dest = 0, val = 0.1655406363694168
passenger-carry, t = 72, b = 167, origin = 2, dest = 2, val = 0.1788571633921941
passenger-carry, t = 73, b = 17, origin = 1, dest = 1, val = 0.12222222222222003
passenger-carry, t = 73, b = 35, origin = 1, dest = 2, val = 0.13664221536266657
passenger-carry, t = 73, b = 85, origin = 2, dest = 2, val = 0.15949375306665117
passenger-carry, t = 73, b = 87, origin = 1, dest = 2, val = 0.11535108922447329
passenger-carry, t = 73, b = 91, origin = 1, dest = 1, val = 0.1030734360141584
passenger-carry, t = 73, b = 91, origin = 2, dest = 2, val = 0.16733453140750532
passenger-carry, t = 73, b = 101, origin = 1, dest = 1, val = 0.23040208206539725
passenger-carry, t = 73, b = 123, origin = 1, dest = 1, val = 0.13576634212926486
passenger-carry, t = 73, b = 135, origin = 1, dest = 2, val = 0.18848083761845552
passenger-carry, t = 73, b = 137, origin = 1, dest = 2, val = 0.20597119496607175
passenger-carry, t = 73, b = 145, origin = 1, dest = 2, val = 0.2363545056486422
passenger-carry, t = 73, b = 169, origin = 1, dest = 1, val = 0.1514997520046841
passenger-carry, t = 74, b = 15, origin = 1, dest = 1, val = 0.12222222222222003
passenger-carry, t = 74, b = 29, origin = 2, dest = 2, val = 0.13664221536266657
passenger-carry, t = 74, b = 75, origin = 1, dest = 2, val = 0.1058497642729987
passenger-carry, t = 74, b = 83, origin = 2, dest = 2, val = 0.13296900495164804
passenger-carry, t = 74, b = 89, origin = 1, dest = 2, val = 0.1030734360141584
passenger-carry, t = 74, b = 99, origin = 1, dest = 1, val = 0.23040208206539725
passenger-carry, t = 74, b = 103, origin = 1, dest = 1, val = 0.1428557698821809
passenger-carry, t = 74, b = 109, origin = 1, dest = 1, val = 0.183242484033169
passenger-carry, t = 74, b = 121, origin = 1, dest = 1, val = 0.13576634212926486
passenger-carry, t = 74, b = 159, origin = 1, dest = 2, val = 0.1788571633921941
passenger-carry, t = 74, b = 167, origin = 1, dest = 2, val = 0.1514997520046841
passenger-carry, t = 75, b = 13, origin = 1, dest = 3, val = 0.12222222222222003
passenger-carry, t = 75, b = 27, origin = 2, dest = 2, val = 0.13664221536266657
passenger-carry, t = 75, b = 35, origin = 1, dest = 2, val = 0.13674007701790633
passenger-carry, t = 75, b = 41, origin = 1, dest = 0, val = 0.3092853687188064
passenger-carry, t = 75, b = 47, origin = 1, dest = 2, val = 0.10231068844795993
passenger-carry, t = 75, b = 67, origin = 2, dest = 0, val = 0.10661357103601068
passenger-carry, t = 75, b = 69, origin = 2, dest = 0, val = 0.1058497642729987
passenger-carry, t = 75, b = 71, origin = 1, dest = 0, val = 0.11655828915605111
passenger-carry, t = 75, b = 75, origin = 1, dest = 3, val = 0.11535108922447329
passenger-carry, t = 75, b = 81, origin = 2, dest = 0, val = 0.13296900495164804
passenger-carry, t = 75, b = 83, origin = 1, dest = 3, val = 0.19879871011737954
passenger-carry, t = 75, b = 83, origin = 2, dest = 0, val = 0.1030734360141584
passenger-carry, t = 75, b = 87, origin = 3, dest = 2, val = 0.21323795891275704
passenger-carry, t = 75, b = 97, origin = 1, dest = 2, val = 0.23040208206539725
passenger-carry, t = 75, b = 101, origin = 1, dest = 2, val = 0.1428557698821809
passenger-carry, t = 75, b = 105, origin = 1, dest = 2, val = 0.11137189473850179
passenger-carry, t = 75, b = 107, origin = 1, dest = 2, val = 0.11173624231977815
passenger-carry, t = 75, b = 107, origin = 1, dest = 3, val = 0.17582556171499253
passenger-carry, t = 75, b = 109, origin = 1, dest = 2, val = 0.20640149209760916
passenger-carry, t = 75, b = 117, origin = 2, dest = 2, val = 0.1292405683235124
passenger-carry, t = 75, b = 119, origin = 1, dest = 3, val = 0.13576634212926486
passenger-carry, t = 75, b = 123, origin = 1, dest = 2, val = 0.18848083761845552
passenger-carry, t = 75, b = 125, origin = 1, dest = 0, val = 0.20597119496607175
passenger-carry, t = 75, b = 133, origin = 1, dest = 2, val = 0.2363545056486422
passenger-carry, t = 75, b = 153, origin = 2, dest = 2, val = 0.1788571633921941
passenger-carry, t = 75, b = 155, origin = 0, dest = 1, val = 0.17533532306996152
passenger-carry, t = 75, b = 161, origin = 2, dest = 2, val = 0.1514997520046841
passenger-carry, t = 75, b = 175, origin = 0, dest = 1, val = 0.31150625727177167
passenger-carry, t = 75, b = 185, origin = 0, dest = 1, val = 0.1066601613995788
passenger-carry, t = 76, b = 29, origin = 2, dest = 2, val = 0.13674007701790633
passenger-carry, t = 76, b = 55, origin = 0, dest = 2, val = 0.2107369297330613
passenger-carry, t = 76, b = 59, origin = 1, dest = 2, val = 0.1771693382304158
passenger-carry, t = 76, b = 81, origin = 0, dest = 2, val = 0.11665077962861858
passenger-carry, t = 76, b = 81, origin = 1, dest = 2, val = 0.1746000405094379
passenger-carry, t = 76, b = 91, origin = 1, dest = 2, val = 0.22375065806868816
passenger-carry, t = 76, b = 93, origin = 1, dest = 2, val = 0.11056904273647658
passenger-carry, t = 76, b = 95, origin = 2, dest = 2, val = 0.1428557698821809
passenger-carry, t = 76, b = 101, origin = 2, dest = 2, val = 0.11173624231977815
passenger-carry, t = 76, b = 115, origin = 2, dest = 2, val = 0.1292405683235124
passenger-carry, t = 76, b = 117, origin = 2, dest = 2, val = 0.18848083761845552
passenger-carry, t = 76, b = 151, origin = 2, dest = 2, val = 0.1788571633921941
passenger-carry, t = 76, b = 159, origin = 2, dest = 2, val = 0.1514997520046841
passenger-carry, t = 77, b = 19, origin = 1, dest = 2, val = 0.13664221536266657
passenger-carry, t = 77, b = 35, origin = 1, dest = 2, val = 0.10231068844795993
passenger-carry, t = 77, b = 69, origin = 1, dest = 2, val = 0.19879871011737954
passenger-carry, t = 77, b = 85, origin = 1, dest = 2, val = 0.23040208206539725
passenger-carry, t = 77, b = 85, origin = 2, dest = 2, val = 0.22375065806868816
passenger-carry, t = 77, b = 93, origin = 1, dest = 2, val = 0.2871974564534943
passenger-carry, t = 77, b = 97, origin = 1, dest = 3, val = 0.20640149209760916
passenger-carry, t = 77, b = 105, origin = 1, dest = 2, val = 0.20143524978344862
passenger-carry, t = 77, b = 121, origin = 1, dest = 2, val = 0.2363545056486422
passenger-carry, t = 77, b = 151, origin = 0, dest = 2, val = 0.10123298045166627
passenger-carry, t = 77, b = 157, origin = 2, dest = 2, val = 0.1514997520046841
passenger-carry, t = 77, b = 165, origin = 0, dest = 2, val = 0.15050996589464116
passenger-carry, t = 77, b = 175, origin = 0, dest = 2, val = 0.10635049570221908
passenger-carry, t = 78, b = 21, origin = 1, dest = 3, val = 0.14642045336402848
passenger-carry, t = 78, b = 47, origin = 1, dest = 3, val = 0.1771693382304158
passenger-carry, t = 78, b = 61, origin = 1, dest = 2, val = 0.11535108922447329
passenger-carry, t = 78, b = 65, origin = 2, dest = 2, val = 0.14856156029525835
passenger-carry, t = 78, b = 67, origin = 1, dest = 2, val = 0.21323795891275704
passenger-carry, t = 78, b = 69, origin = 1, dest = 0, val = 0.1746000405094379
passenger-carry, t = 78, b = 73, origin = 1, dest = 2, val = 0.10718483176290508
passenger-carry, t = 78, b = 81, origin = 1, dest = 2, val = 0.2003649054979237
passenger-carry, t = 78, b = 87, origin = 1, dest = 3, val = 0.14285576988218085
passenger-carry, t = 78, b = 87, origin = 2, dest = 2, val = 0.2871974564534943
passenger-carry, t = 78, b = 93, origin = 1, dest = 2, val = 0.11173624231977815
passenger-carry, t = 78, b = 99, origin = 2, dest = 2, val = 0.20143524978344862
passenger-carry, t = 78, b = 107, origin = 1, dest = 2, val = 0.1292405683235124
passenger-carry, t = 78, b = 109, origin = 1, dest = 0, val = 0.18848083761845552
passenger-carry, t = 78, b = 119, origin = 1, dest = 3, val = 0.17533532306996152
passenger-carry, t = 78, b = 139, origin = 1, dest = 2, val = 0.31150625727177167
passenger-carry, t = 78, b = 143, origin = 1, dest = 2, val = 0.1788571633921941
passenger-carry, t = 78, b = 149, origin = 1, dest = 0, val = 0.1066601613995788
passenger-carry, t = 78, b = 155, origin = 2, dest = 2, val = 0.1514997520046841
passenger-carry, t = 78, b = 157, origin = 0, dest = 2, val = 0.1763403343107826
passenger-carry, t = 78, b = 193, origin = 0, dest = 2, val = 0.14317891842185723
passenger-carry, t = 78, b = 263, origin = 0, dest = 2, val = 0.18466173097957508
passenger-carry, t = 79, b = 7, origin = 1, dest = 2, val = 0.13664221536266657
passenger-carry, t = 79, b = 23, origin = 1, dest = 2, val = 0.10231068844795993
passenger-carry, t = 79, b = 27, origin = 1, dest = 2, val = 0.19490421025893961
passenger-carry, t = 79, b = 43, origin = 2, dest = 2, val = 0.21590591501339756
passenger-carry, t = 79, b = 47, origin = 0, dest = 2, val = 0.13296900495164804
passenger-carry, t = 79, b = 47, origin = 1, dest = 2, val = 0.16876991577522438
passenger-carry, t = 79, b = 49, origin = 1, dest = 2, val = 0.11880773031947987
passenger-carry, t = 79, b = 57, origin = 1, dest = 2, val = 0.19879871011737954
passenger-carry, t = 79, b = 63, origin = 2, dest = 2, val = 0.14856156029525835
passenger-carry, t = 79, b = 73, origin = 1, dest = 2, val = 0.23040208206539725
passenger-carry, t = 79, b = 75, origin = 2, dest = 2, val = 0.2003649054979237
passenger-carry, t = 79, b = 77, origin = 1, dest = 2, val = 0.22375065806868816
passenger-carry, t = 79, b = 83, origin = 1, dest = 2, val = 0.20640149209760916
passenger-carry, t = 79, b = 109, origin = 1, dest = 2, val = 0.2363545056486422
passenger-carry, t = 79, b = 133, origin = 2, dest = 2, val = 0.31150625727177167
passenger-carry, t = 79, b = 149, origin = 1, dest = 2, val = 0.12222222222222003
passenger-carry, t = 79, b = 263, origin = 0, dest = 2, val = 0.12843404566012115
passenger-carry, t = 80, b = 15, origin = 3, dest = 3, val = 0.14642045336402848
passenger-carry, t = 80, b = 49, origin = 1, dest = 2, val = 0.11535108922447329
passenger-carry, t = 80, b = 57, origin = 2, dest = 2, val = 0.15493774015047113
passenger-carry, t = 80, b = 61, origin = 1, dest = 3, val = 0.10718483176290508
passenger-carry, t = 80, b = 73, origin = 2, dest = 2, val = 0.2276733105987071
passenger-carry, t = 80, b = 77, origin = 2, dest = 2, val = 0.20640149209760916
passenger-carry, t = 80, b = 91, origin = 1, dest = 2, val = 0.20143524978344862
passenger-carry, t = 80, b = 95, origin = 1, dest = 2, val = 0.1292405683235124
passenger-carry, t = 80, b = 147, origin = 1, dest = 3, val = 0.1514997520046841
passenger-carry, t = 80, b = 159, origin = 0, dest = 0, val = 0.3092853687188064
passenger-carry, t = 80, b = 183, origin = 0, dest = 2, val = 0.10661357103601068
passenger-carry, t = 80, b = 185, origin = 0, dest = 0, val = 0.15575246372844118
passenger-carry, t = 80, b = 189, origin = 0, dest = 2, val = 0.11655828915605111
passenger-carry, t = 80, b = 231, origin = 3, dest = 3, val = 0.14285576988218085
passenger-carry, t = 80, b = 235, origin = 2, dest = 2, val = 0.2871974564534943
passenger-carry, t = 80, b = 243, origin = 0, dest = 2, val = 0.20597119496607175
passenger-carry, t = 81, b = 13, origin = 3, dest = 3, val = 0.14642045336402848
passenger-carry, t = 81, b = 23, origin = 1, dest = 2, val = 0.12503078204158635
passenger-carry, t = 81, b = 27, origin = 1, dest = 2, val = 0.1400289827575441
passenger-carry, t = 81, b = 37, origin = 1, dest = 3, val = 0.11880773031947987
passenger-carry, t = 81, b = 41, origin = 3, dest = 3, val = 0.13437141932376917
passenger-carry, t = 81, b = 43, origin = 2, dest = 2, val = 0.11535108922447329
passenger-carry, t = 81, b = 45, origin = 1, dest = 1, val = 0.19879871011737954
passenger-carry, t = 81, b = 55, origin = 3, dest = 3, val = 0.10718483176290508
passenger-carry, t = 81, b = 61, origin = 1, dest = 2, val = 0.23040208206539725
passenger-carry, t = 81, b = 65, origin = 1, dest = 1, val = 0.22375065806868816
passenger-carry, t = 81, b = 75, origin = 2, dest = 2, val = 0.20640149209760916
passenger-carry, t = 81, b = 77, origin = 0, dest = 0, val = 0.18848083761845552
passenger-carry, t = 81, b = 85, origin = 2, dest = 2, val = 0.20143524978344862
passenger-carry, t = 81, b = 97, origin = 1, dest = 2, val = 0.2363545056486422
passenger-carry, t = 81, b = 105, origin = 1, dest = 1, val = 0.17533532306996152
passenger-carry, t = 81, b = 107, origin = 1, dest = 2, val = 0.10123298045166627
passenger-carry, t = 81, b = 117, origin = 0, dest = 2, val = 0.1066601613995788
passenger-carry, t = 81, b = 119, origin = 2, dest = 2, val = 0.1763403343107826
passenger-carry, t = 81, b = 121, origin = 1, dest = 3, val = 0.15050996589464116
passenger-carry, t = 81, b = 137, origin = 1, dest = 3, val = 0.12222222222222003
passenger-carry, t = 81, b = 151, origin = 2, dest = 2, val = 0.18726881646664245
passenger-carry, t = 81, b = 153, origin = 0, dest = 0, val = 0.3092853687188064
passenger-carry, t = 81, b = 179, origin = 0, dest = 0, val = 0.15575246372844118
passenger-carry, t = 81, b = 191, origin = 2, dest = 2, val = 0.11173494507008332
passenger-carry, t = 81, b = 225, origin = 2, dest = 2, val = 0.18466173097957508
passenger-carry, t = 82, b = 21, origin = 2, dest = 2, val = 0.1400289827575441
passenger-carry, t = 82, b = 31, origin = 1, dest = 2, val = 0.10725256361100372
passenger-carry, t = 82, b = 43, origin = 1, dest = 2, val = 0.19879871011737954
passenger-carry, t = 82, b = 53, origin = 0, dest = 0, val = 0.11173624231977815
passenger-carry, t = 82, b = 53, origin = 3, dest = 0, val = 0.10718483176290508
passenger-carry, t = 82, b = 63, origin = 1, dest = 2, val = 0.22375065806868816
passenger-carry, t = 82, b = 65, origin = 1, dest = 3, val = 0.2276733105987071
passenger-carry, t = 82, b = 71, origin = 0, dest = 0, val = 0.18848083761845552
passenger-carry, t = 82, b = 73, origin = 2, dest = 2, val = 0.20640149209760916
passenger-carry, t = 82, b = 83, origin = 1, dest = 2, val = 0.1292405683235124
passenger-carry, t = 82, b = 101, origin = 2, dest = 2, val = 0.10123298045166627
passenger-carry, t = 82, b = 103, origin = 1, dest = 3, val = 0.17533532306996152
passenger-carry, t = 82, b = 117, origin = 2, dest = 2, val = 0.1763403343107826
passenger-carry, t = 82, b = 131, origin = 3, dest = 0, val = 0.12222222222222003
passenger-carry, t = 82, b = 133, origin = 1, dest = 2, val = 0.1514997520046841
passenger-carry, t = 82, b = 147, origin = 0, dest = 1, val = 0.3092853687188064
passenger-carry, t = 82, b = 161, origin = 1, dest = 2, val = 0.16867635419166352
passenger-carry, t = 82, b = 165, origin = 1, dest = 3, val = 0.19490421025893961
passenger-carry, t = 82, b = 173, origin = 0, dest = 1, val = 0.15575246372844118
passenger-carry, t = 82, b = 187, origin = 0, dest = 0, val = 0.1746000405094379
passenger-carry, t = 82, b = 189, origin = 2, dest = 2, val = 0.11173494507008332
passenger-carry, t = 82, b = 205, origin = 1, dest = 3, val = 0.14856156029525835
passenger-carry, t = 82, b = 205, origin = 2, dest = 2, val = 0.15493774015047113
passenger-carry, t = 82, b = 225, origin = 2, dest = 2, val = 0.12843404566012115
passenger-carry, t = 82, b = 227, origin = 1, dest = 2, val = 0.2871974564534943
passenger-carry, t = 83, b = 7, origin = 0, dest = 0, val = 0.2729408857185387
passenger-carry, t = 83, b = 31, origin = 1, dest = 1, val = 0.13437141932376917
passenger-carry, t = 83, b = 37, origin = 2, dest = 2, val = 0.19879871011737954
passenger-carry, t = 83, b = 47, origin = 0, dest = 0, val = 0.11173624231977815
passenger-carry, t = 83, b = 77, origin = 1, dest = 2, val = 0.20143524978344862
passenger-carry, t = 83, b = 97, origin = 0, dest = 2, val = 0.31150625727177167
passenger-carry, t = 83, b = 97, origin = 3, dest = 0, val = 0.17533532306996152
passenger-carry, t = 83, b = 133, origin = 0, dest = 2, val = 0.2107369297330613
passenger-carry, t = 83, b = 143, origin = 1, dest = 1, val = 0.18726881646664245
passenger-carry, t = 83, b = 181, origin = 0, dest = 0, val = 0.1746000405094379
passenger-carry, t = 83, b = 193, origin = 1, dest = 2, val = 0.21323795891275704
passenger-carry, t = 83, b = 217, origin = 1, dest = 2, val = 0.18466173097957508
passenger-carry, t = 84, b = 13, origin = 1, dest = 1, val = 0.1400289827575441
passenger-carry, t = 84, b = 19, origin = 1, dest = 2, val = 0.10725256361100372
